Date,Daily.SAIDI
2017-09-08,2.113213236
2017-09-09,1.032045439
2017-09-10,0.78675273
2017-09-11,0.234854951
2017-09-12,0.233026992
2017-09-13,0.236482809
2017-09-14,0.097352369
2017-09-15,0.173483101
2017-09-16,0.549518186
2017-09-17,0.634729226
2017-09-18,0.626151877
2017-09-19,0.517842567
2017-09-20,0.284815575
2017-09-21,0.217803009
2017-09-22,0.389231007
2017-09-23,0.276719553
2017-09-24,0.194564126
2017-09-25,0.292257209
2017-09-26,0.862932135
2017-09-27,0.475777863
2017-09-28,0.280375472
2017-09-29,0.524575732
2017-09-30,0.385174884
2017-10-01,0.36665192
2017-10-02,0.215948008
2017-10-03,0.520049098
2017-10-04,0.304685171
2017-10-05,0.120807578
2017-10-06,0.69844822
2017-10-07,0.74986364
2017-10-08,0.197895555
2017-10-09,0.096065226
2017-10-10,0.350833039
2017-10-11,0.320731195
2017-10-12,0.48922256
2017-10-13,0.261322508
2017-10-14,0.424070403
2017-10-15,0.520611547
2017-10-16,0.099407472
2017-10-17,0.360811102
2017-10-18,0.3784958
2017-10-19,0.21040464
2017-10-20,0.24249128
2017-10-21,0.55148135
2017-10-22,3.843712303
2017-10-23,0.404411725
2017-10-24,0.259234957
2017-10-25,0.37375284
2017-10-26,0.314874153
2017-10-27,0.235612094
2017-10-28,0.362785083
2017-10-29,0.493056949
2017-10-30,0.25789914
2017-10-31,0.49868144
2017-11-01,0.469407046
2017-11-02,0.080500529
2017-11-03,0.080008386
2017-11-04,0.034996232
2017-11-05,0.050020113
2017-11-06,0.055704094
2017-11-07,0.159859934
2017-11-08,0.050241848
2017-11-09,0.11349574
2017-11-10,0.175278611
2017-11-11,0.107752269
2017-11-12,0.109385535
2017-11-13,0.095091756
2017-11-14,0.040869499
2017-11-15,0.187955349
2017-11-16,0.063291749
2017-11-17,0.034812355
2017-11-18,0.08014359
2017-11-19,0.062929402
2017-11-20,0.171330651
2017-11-21,0.613875344
2017-11-22,0.720670368
2017-11-23,0.734060983
2017-11-24,0.651051066
2017-11-25,0.38551019
2017-11-26,0.449158878
2017-11-27,0.76668844
2017-11-28,0.770290277
2017-11-29,0.738333433
2017-11-30,0.903893573
2017-12-01,0.576337274
2017-12-02,0.421782749
2017-12-03,0.65661066
2017-12-04,1.718893146
2017-12-05,1.759594992
2017-12-06,1.794045
